Object ID	Accession_1	Genes of transcription unit	Transcription_Units
TU00097	b4592,b0978,b0979,b0980,b4592,b0978,b0979,b0980,b4592,b0978,b0979,b0980,b4592,b0978,b0979,b0980	appX,appC,appB,appA	appCBA_yccB
TU0_13511	b2102	yegX	yegX
TU0_8578	b3253	yhdH	yhdH
TU0_13122	b1044	ymdA	ymdA
TU0_6021	b4138,b4139,b4138,b4139	dcuA,aspA	aspA_dcuA
TU_8427	b1465,b1466,b1465,b1466	narV,narW	narWV
TU0_2447	b1826	mgrB	mgrB
TU0_14334	b4435	isrC	isrC
TU00497	b1977	asnT	asnT
TU0_13918	b3351,b3350,b4551,b3351,b3350,b4551,b3351,b3350,b4551	kefG,kefB,yheV	kefG,kefB,yheV
TU00114	b2224,b2221,b2222,b2223,b2224,b2221,b2222,b2223,b2224,b2221,b2222,b2223,b2224,b2221,b2222,b2223	atoB,atoD,atoA,atoE	atoDAEB
TU0_13527	b2127	mlrA	mlrAp,mlrA
TU0_8595	b3677	yidI	yidI
TU0_13138	b1113	ldtC	,ycfSp,ldtC
TU0_6408	b1723	pfkB	pfkB
TU0_1021	b0171	pyrH	pyrH
TU0_2707	b3938	metJ	metJ
TU0_14352	b1650	nemA	nemA
TU00513	b1975	serU	serU
TU0_13934	b3427	yzgL	yzgL
TU00130	b3666	uhpT	uhpT
TU0_13546	b2166,b2165,b2166,b2165	psuK,psuG	psuK,psuG
TU0_8612	b4190	yjfP	yjfP
TU0_13155	b4519	icdC	icdC
TU0_6501	b3607	cysE	cysE
TU0_1183	b3759,b3758,b3757,b3756,b3759,b3758,b3757,b3756,b3759,b3758,b3757,b3756,b3759,b3758,b3757,b3756	rrfC,rrlC,gltU,rrsC	rrsC_gltU_rrlC_rrfC
TU0_3162	b0734,b0733,b0734,b0733	cydB,cydA	cydAB
TU0_14372	b0206	aspU	aspU
TU103	b1015	putP	putP
TU0_13952	b3487,b3486,b3485,b3487,b3486,b3485,b3487,b3486,b3485	yhiI,rbbA,yhhJ	yhiI,rbbA,yhhJ
TU00147	b2393	nupC	nupC
TU0_13562	b2220,b2219,b2220,b2219	atoC,atoS	atoC,atoS
TU0_8629	b4394	yjjX	yjjX
TU0_13171	b1181	ycgN	ycgN
TU0_6552	b4024	lysC	lysC
TU0_1241	b4148	sugE	sugE
TU0_3425	b3057	bacA	bacA
TU0_14394	b0029,b0028,b0027,b0026,b0029,b0028,b0027,b0026,b0029,b0028,b0027,b0026,b0029,b0028,b0027,b0026	ispH,fkpB,lspA,ileS	ileS_lspA_fkpB_ispH
TU243	b4150	ampC	ampC
TU0_13971	b3529	yhjK	yhjK
TU00163	b0583,b0584,b0583,b0584	entD,fepA	fepA_entD
TU0_13578	b2275	yfbP	yfbP
TU0_8646	b1788	yoaI	yoaI
TU0_13189	b1253	yciA	yciA
TU0_6625	b2937	speB	speB
TU0_12800	b0047,b0046,b0047,b0046	kefC,kefF	kefC,kefF
TU0_36402	b4367	fhuF	fhuF
TU0_14415	b2306,b2307,b2308,b2309,b2306,b2307,b2308,b2309,b2306,b2307,b2308,b2309,b2306,b2307,b2308,b2309	hisP,hisM,hisQ,hisJ	hisJQMP
TU345	b4401	arcA	arcA
TU0_13988	b3592	yibF	yibFp,yibF
TU00179	b0071,b0072,b0073,b0074,b0075,b0071,b0072,b0073,b0074,b0075,b0071,b0072,b0073,b0074,b0075,b0071,b0072,b0073,b0074,b0075,b0071,b0072,b0073,b0074,b0075	leuD,leuC,leuB,leuA,leuL	leuLABCD
TU0_13594	b2338,b2337,b2336,b2335,b2334,b2333,b2332,b2338,b2337,b2336,b2335,b2334,b2333,b2332,b2338,b2337,b2336,b2335,b2334,b2333,b2332,b2338,b2337,b2336,b2335,b2334,b2333,b2332,b2338,b2337,b2336,b2335,b2334,b2333,b2332,b2338,b2337,b2336,b2335,b2334,b2333,b2332,b2338,b2337,b2336,b2335,b2334,b2333,b2332	yfcU,yfcT,yfcS,yfcR,yfcQ,yfcP,yfcO	yfcU,yfcT,yfcS,yfcR,yfcQ,yfcP,yfcO
TU0_8663	b4206	ytfB	ytfB
TU0_13211	b1302,b1301,b1300,b1302,b1301,b1300,b1302,b1301,b1300	puuE,puuB,puuC	puuCp,puuE,puuB,puuC
TU0_6654	b3164	pnp	pnp
TU0_12817	b0130	yadE	yadE
TU0_36426	b3339	tufA	tufA
TU0_14448	b0890	ftsK	ftsK
TU4	b1387	paaZ	paaZ
TU0_14003	b3646	yicG	yicG
TU00195	b0931	pncB	pncB
TU0_13611		tpke70	tpke70
TU0_8682	b1025	ycdT	ycdT
TU0_13228	b1352,b4526,b1352,b4526	kilR,ydaE	kilR,ydaE
TU0_6884	b0033	carB	carB
TU0_12835	b0192,b0191,b0190,b0192,b0191,b0190,b0192,b0191,b0190	nlpE,arfB,yaeQ	yaeQp,nlpE,arfB,yaeQ
TU0_3841	b0058,b0059,b0058,b0059	rluA,hepA	rluA,hepA,hepAp
TU0_14471	b0657,b0658,b0659,b0660,b0657,b0658,b0659,b0660,b0657,b0658,b0659,b0660,b0657,b0658,b0659,b0660	lnt,ybeX,ybeY,ybeZ	ybeZYX_lnt
TU487	b0440	hupB	hupB
TU0_14019	b3697	yidA	yidA
TU00211	b4062	soxS	soxS
TU0_13628	b2442	intZ	intZ
TU0_8699	b1378	ydbK	ydbK
TU0_13244	b1401	ydbA_1	ydbA_1
TU0_7061	b4223	yzfA	yzfA
TU0_12851	b0228	rayT	rayT
TU0_41586	b0741,b0742,b0740,b0741,b0742,b0740,b0741,b0742,b0740	pal,ybgF,tolB	pal,ybgF,tolB
TU0_14494	b0144,b0145,b0144,b0145	gluQ,dksA	dksA_yadB
TU542	b1749	xthA	xthA
TU0_14035	b3777,b3776,b3777,b3776	yifN,yifO	yifN,yifO
TU0_13646	b2496	hda	hda
TU00225	b3616,b3617,b3616,b3617	tdh,kbl	kbl_tdh
TU0_8716	b1915	yecF	yecF
TU00228	b4476,b3437,b4476,b3437	gntU,gntK	gntKU
TU0_8719	b1928	yedD	yedD
TU0_13263	b4531	yncK_2	yncK_2
TU0_12870	b0275,b0274,b0275,b0274	insA_3,insB_3,insAB_3	insA_3,insB_3,insAB_3
TU0_4182	b3622,b3621,b3620,b3619,b3622,b3621,b3620,b3619,b3622,b3621,b3620,b3619,b3622,b3621,b3620,b3619	waaL,waaC,waaF,rfaD	rfaDFCL
TU0_14520	b2311	ubiX	ubiX
TU621	b4138	dcuA	dcuA
TU0_14055	b3844	fre	frep1,fre
TU0_13666	b4441	glmY	glmY
TU00244	b2078,b2079,b2078,b2079	baeS,baeR	baeSR
TU0_8735	b2410	yfeH	yfeH
TU0_13279	b1460	ydcC	ydcC
TU0_12886	b0305	rclR	rclR
TU0_7622	b0515,b0516,b0517,b0515,b0516,b0517,b0515,b0516,b0517	allE,allC,allD	allDC_ylbA
TU0_4222	b0176	rseP	rseP
TU0_14536	b2975,b2976,b2975,b2976	glcA,glcB	glcBA
TU721	b0849	grxA	grxA
TU0_14072	b3890	yiiF	yiiF
TU0_13685	b2619,b2618,b2619,b2618	ratA,ratB	ratA,ratB
TU00260	b0014,b0015,b0014,b0015	tpke11,dnaK,dnaJ	dnaKJ
TU0_8752	b2986	yghT	yghT
TU0_13296	b1509	ydeU	ydeU
TU0_12904	b0361,b0360,b0361,b0360	insD_1,insC_1,insCD_1	insD_1,insC_1,insCD_1
TU0_7805	b0677	nagA	nagA
TU0_42459	b2696	csrA	csrA
TU0_14561	b4175,b4174,b4173,b4172,b4171,b4170,b4175,b4174,b4173,b4172,b4171,b4170,b4175,b4174,b4173,b4172,b4171,b4170,b4175,b4174,b4173,b4172,b4171,b4170,b4175,b4174,b4173,b4172,b4171,b4170,b4175,b4174,b4173,b4172,b4171,b4170	hflC,hflK,hflX,hfq,miaA,mutL	mutL_miaA_hfq_hflXKC
TU796	b0118	acnB	acnB
TU0_14093	b3954	yijO	yijO
TU00277	b3178,b3179,b3178,b3179	ftsH,rlmE	rlmE_ftsH
TU0_13699	b2646,b2645,b4548,b2644,b2643,b2646,b2645,b4548,b2644,b2643,b2646,b2645,b4548,b2644,b2643,b2646,b2645,b4548,b2644,b2643,b2646,b2645,b4548,b2644,b2643	ypjF,yfjZ,ypjJ,yfjY,yfjX	ypjF,yfjZ,ypjJ,yfjY,yfjX
TU0_8768	b0376	ampH	ampH
TU0_13312	b1541	ydfZ	ydfZ
TU0_8081	b2925,b2926,b2925,b2926	fbaA,pgk	pgk_fbaA
TU0_42479	b3740	rsmG	rsmG
TU0_14612	b0376	ampH	ampHp2,ampH
TU874	b3384,b3385,b3386,b3387,b3388,b3384,b3385,b3386,b3387,b3388,b3384,b3385,b3386,b3387,b3388,b3384,b3385,b3386,b3387,b3388,b3384,b3385,b3386,b3387,b3388	trpS,gph,rpe,dam,damX	damX_dam_rpe_gph_trpS
TU0_14116	b4045	yjbJ	yjbJ
TU00295	b2827,b2828,b2827,b2828	thyA,lgt	lgt_thyA
TU0_13715	b2690,b2689,b2690,b2689	yqaB,yqaA	yqaB,yqaA
TU0_8790	b2209	eco	eco
TU0_13329	b1573,b1572,b1571,b1573,b1572,b1571,b1573,b1572,b1571	ydfC,ydfB,ydfA	ydfC,ydfB,ydfA
TU0_8201	b0865	ybjP	ybjP
TU0_12938	b0455	ffs	ffs
TU0_42504	b2399,b2398,b2399,b2398	yfeD,yfeC	yfeCD
TU0_14633	b1854	pykA	pykAp2,pykA
TU0_14132	b4108	yjdM	yjdM
TU00312	b1896,b1897,b1896,b1897	otsA,otsB	otsBA
TU0_13732	b2774	ygcW	ygcW
TU0_8810	b4455	hokA	hokA
TU0_13346	b1610	tus	tus
TU0_8266	b4415	hokE	hokE
TU0_12957	b0491,b0490,b0491,b0490	fetB,fetA	ybbLp,fetB,fetA
TU0_42529	b4712	agrA	agrA
TU0_14651	b2741	rpoS	rpoSp3,rpoS
TU0_14151	b4162	orn	orn
TU00331	b2037,b2038,b2039,b2040,b2041,b2037,b2038,b2039,b2040,b2041,b2037,b2038,b2039,b2040,b2041,b2037,b2038,b2039,b2040,b2041,b2037,b2038,b2039,b2040,b2041	rfbX,rfbC,rfbA,rfbD,rfbB	rfbBDACX
TU0_13749	b2833	ygdR	ygdR
TU0_8826	b1047	opgC	mdoC
TU0_13363	b1671,b1670,b1669,b1671,b1670,b1669,b1671,b1670,b1669	ydhX,ydhU,ydhT	ydhX,ydhU,ydhT
TU0_8334	b0819	ldtB	ybiS
TU0_12974	b0546,b0545,b0546,b0545	ybcM,ybcL	ybcM,ybcL
TU0_42552	b1386	tynA	tynA
TU0_14674	b4143	groL	groLp3,groL
TU0_14167	b4235	pmbA	pmbAp,pmbA
TU00349	b3294,b3295,b3296,b3297,b3298,b3294,b3295,b3296,b3297,b3298,b3294,b3295,b3296,b3297,b3298,b3294,b3295,b3296,b3297,b3298,b3294,b3295,b3296,b3297,b3298	rplQ,rpoA,rpsD,rpsK,rpsM	rpsMKD_rpoA_rplQ
TU0_13767	b2861,b2860,b2859,b2858,b2857,b2861,b2860,b2859,b2858,b2857,b2861,b2860,b2859,b2858,b2857,b2861,b2860,b2859,b2858,b2857,b2861,b2860,b2859,b2858,b2857	insC_4,insD_4,insCD_4,ygeO,ygeN,ygeM	insC_4,insD_4,insCD_4,ygeO,ygeN,ygeM
TU0_8842	b4331	kptA	kptA
TU0_13379	b1721,b1720,b1721,b1720	arpB_2,arpB_1	arpB_2,arpB_1
TU0_8352	b1060	bssS	bssS
TU0_12993	b0602	ybdN	ybdNp,ybdN
TU0_42578	b0759	galE	galE
TU0_14694	b3724,b3725,b3724,b3725	phoU,pstB	pstB_phoU
TU0_14183	b4280,b4279,b4280,b4279	yjhC,yjhB	yjhBp2,yjhC,yjhB
TU00366	b1718,b1719,b1718,b1719	infC,thrS	thrS_infC
TU0_13784	b2887,b2886,b2887,b2886	ygfT,ygfS	ygfT,ygfS
TU0_8869	b4361,b4362,b4363,b4361,b4362,b4363,b4361,b4362,b4363	dnaC,dnaT,yjjB	yjjB_dnaTC
TU0_13396	b1778	msrB	msrB
TU0_8380	b1677	lpp	lpp
TU0_13009	b0637,b0636,b0635,b0634,b0633,b0637,b0636,b0635,b0634,b0633,b0637,b0636,b0635,b0634,b0633,b0637,b0636,b0635,b0634,b0633,b0637,b0636,b0635,b0634,b0633	rsfS,rlmH,mrdA,mrdB,rlpA	rsfAp,rsfS,rlmH,mrdA,mrdB,rlpA
TU0_4343	b0099,b0098,b0097,b0099,b0098,b0097,b0099,b0098,b0097	mutT,secA,secM	secMA_mutT
TU0_14737	b1187	fadR	fadR
TU0_14201	b4333	yjiK	yjiK
TU00383	b0903	pflB	pflB
TU0_13802	b2935	tktA	tktAp1,tktA
TU00004	b3958,b3959,b3960,b3958,b3959,b3960,b3958,b3959,b3960	argC,argB,argH	argCBH
TU0_13413	b1807,b1806,b1807,b1806	tsaB,yeaY	tsaB_yeaY
TU0_8480	b0156	erpA	erpA
TU0_13027	b0704,b0703,b0704,b0703	ybfC,ybfO	ybfC,ybfO
TU0_4522	b3438	gntR	gntR
TU0_14764	b3667,b3668,b3669,b3670,b3671,b3672,b3667,b3668,b3669,b3670,b3671,b3672,b3667,b3668,b3669,b3670,b3671,b3672,b3667,b3668,b3669,b3670,b3671,b3672,b3667,b3668,b3669,b3670,b3671,b3672,b3667,b3668,b3669,b3670,b3671,b3672	uhpC,uhpB,uhpA,ilvN,ilvB,ivbL	ivbL_ilvBN_uhpABC
TU0_14218	b4568	ytjA	ytjA
TU00399	b3989	yjaZ	yjaZ
TU0_13820	b2998	yghW	yghW
TU00020	b0150,b0151,b0152,b0153,b0150,b0151,b0152,b0153,b0150,b0151,b0152,b0153,b0150,b0151,b0152,b0153	fhuA,fhuC,fhuD,fhuB	fhuACDB
TU0_13429	b1836	yebV	yebV
TU0_8497	b4422	rdlB	rdlB
TU0_13043	b0770	ybhI	ybhI
TU0_4782	b2417	crr	crr
TU0_14792	b2868,b2867,b2866,b2868,b2867,b2866,b2868,b2867,b2866	xdhC,xdhB,xdhA	xdhC,xdhB,xdhA,xdhAp2
TU0_14234		C0719	C0719
TU00416	b0720	gltA	gltA
TU0_13836	b3029	ygiN	ygiN
TU00036	b0342,b0343,b0344,b0342,b0343,b0344,b0342,b0343,b0344	lacA,lacY,lacZ	lacZYA
TU0_13445	b1877	yecT	yecTp,yecT
TU0_8514		sraA	sraA
TU0_13060	b0821	ybiU	ybiU
TU0_4929	b0674	asnB	asnB
TU0_14817	b2926	pgk	pgk
TU0_14251	b0435	bolA	bolA
TU00433	b3495	uspA	uspA
TU0_13854	b3083,b3082,b3083,b3082	higB,higA	higBp,higB,higA
TU00052	b0383,b0384,b0383,b0384	phoA,psiF	phoA_psiF
TU0_13462	b1958	yedI	yedI
TU0_8532	b1601	tqsA	tqsA
TU0_13076	b0874	ybjE	ybjE
TU0_5162	b4198,b4197,b4196,b4195,b4194,b4193,b4198,b4197,b4196,b4195,b4194,b4193,b4198,b4197,b4196,b4195,b4194,b4193,b4198,b4197,b4196,b4195,b4194,b4193,b4198,b4197,b4196,b4195,b4194,b4193,b4198,b4197,b4196,b4195,b4194,b4193	ulaF,ulaE,ulaD,ulaC,ulaB,ulaA	ulaABCDEF
TU0_1581	b3556	cspA	cspA
TU0_14278	b1926,b1925,b1924,b1926,b1925,b1924,b1926,b1925,b1924	fliT,fliS,fliD	fliDST
TU00450	b0411	tsx	tsx
TU0_13871	b3121,b3120,b3121,b3120	yhaC,yhaB	yhaC,yhaB
TU00068	b1323	tyrR	tyrR
TU0_13480	b1997,b1996,b1997,b1996	insC_3,insD_3,insCD_3	insC_3,insD_3,insCD_3
TU0_8548	b0328	yahN	yahN
TU0_13093	b0930	asnS	asnSp,asnS
TU0_5501	b3172	argG	argG
TU_8381	b1743	spy	spy
TU0_1805	b1303	pspF	pspF
TU0_14302	b3428,b3429,b3430,b3431,b3432,b3428,b3429,b3430,b3431,b3432,b3428,b3429,b3430,b3431,b3432,b3428,b3429,b3430,b3431,b3432,b3428,b3429,b3430,b3431,b3432	glgP,glgA,glgC,glgX,glgB	glgBXCAP
TU00468	b4122,b4123,b4122,b4123	fumB,dcuB	dcuB_fumB
TU0_13887	b3189	murA	murA
TU00084	b3461	rpoH	rpoH
TU0_13497	b4540	wbbL_2	wbbL_2
TU0_8564	b0766	ybhA	ybhA
TU0_13109	b0988,b4516,b0988,b4516	insB_4,insA_4,insAB_4	insB_4,insA_4,insAB_4
TU0_5761	b4452	gadY	gadY
TU_8399	b1904	yecR	yecR
TU0_2082	b1114	mfd	mfd
TU0_14320	b2555	yfhG	yfhG
TU00484	b4246,b4244,b4245,b4246,b4244,b4245,b4246,b4244,b4245	pyrL,pyrI,pyrB	pyrLBI
TU0_13903	b4472	yhdP	yhdP
TU00100	b0733,b0734,b0733,b0734	cydA,cydB	cydAB
TU0_13514	b2107,b2106,b2107,b2106	rcnB,rcnA	rcnAB
TU0_8582	b3448	yhhA	yhhA
TU0_13125	b1053	mdtG	mdtG
TU0_6184	b4443	gcvB	gcvB
TU_8431	b2631	rnlB	rnlB
TU0_2503	b1274	topA	topA
TU0_14338		C0362	C0362
TU00500	b2348	argW	argW
TU0_13921	b3362,b3361,b3360,b3362,b3361,b3360,b3362,b3361,b3360	yhfG,fic,pabA	yhfG,fic,pabA
TU00117	b0775,b0776,b0777,b0778,b0775,b0776,b0777,b0778,b0775,b0776,b0777,b0778,b0775,b0776,b0777,b0778	bioB,bioF,bioC,bioD	bioBFCD
TU0_13530	b2135	yohC	yohC
TU0_8598	b3689	yidR	yidR
TU0_13142	b1120,b1119,b1120,b1119	cobB,nagK	cobB,nagK
TU0_6423	b1427	rimL	rimL
TU0_1061	b3860,b3859,b3860,b3859	dsbA,rdoA	rdoA_dsbA
TU0_2742	b2436	hemF	hemF
TU0_14355	b3289	rsmB	rsmB
TU00516	b2864	glyU	glyU
TU0_13937	b3440	yhhX	yhhX
TU00133	b2702,b2703,b2704,b2705,b2706,b2707,b2708,b2702,b2703,b2704,b2705,b2706,b2707,b2708,b2702,b2703,b2704,b2705,b2706,b2707,b2708,b2702,b2703,b2704,b2705,b2706,b2707,b2708,b2702,b2703,b2704,b2705,b2706,b2707,b2708,b2702,b2703,b2704,b2705,b2706,b2707,b2708,b2702,b2703,b2704,b2705,b2706,b2707,b2708	srlA,srlE,srlB,srlD,gutM,srlR,gutQ	srlAEBD_gutM_srlR_gutQ
TU0_13549	b2174,b2173,b2174,b2173	lpxT,yeiR	lpxT,yeiR
TU0_8615	b4234	yjgA	yjgA
TU0_13158	b1162	bluR	bluRp,bluR
TU0_6505	b3867	hemN	hemN
TU0_1187	b2588,b2589,b2590,b2591,b2588,b2589,b2590,b2591,b2588,b2589,b2590,b2591,b2588,b2589,b2590,b2591	rrfG,rrlG,gltW,rrsG	rrsG_gltW_rrlG_rrfG
TU0_3301	b3700	recF	recF
TU0_14375	b3322,b3323,b3322,b3323	gspB,gspA	gspB,gspA,gspAp3
TU122	b1015	putP	putP
TU0_13955	b3490	yhiL	yhiLp,yhiL
TU00150	b3093	exuT	exuT
TU0_13565	b2246,b2245,b2246,b2245	yfaV,yfaU	yfaV,yfaU
TU0_8632	b0835	rimO	rimO
TU0_13174	b1191	cvrA	cvrA
TU0_6556	b0237	pepD	pepD
TU0_12786	b4403	yjtD	yjtD
TU0_3464	b1806	yeaY	yeaY
TU0_14398	b3357	crp	crp
TU261	b0924,b0923,b0922,b0921,b0924,b0923,b0922,b0921,b0924,b0923,b0922,b0921,b0924,b0923,b0922,b0921	mukB,mukE,mukF,smtA	smtA_mukFEB
TU0_13974	b3539	yhjV	yhjV
TU00166	b0593,b0594,b0595,b0596,b0597,b0593,b0594,b0595,b0596,b0597,b0593,b0594,b0595,b0596,b0597,b0593,b0594,b0595,b0596,b0597,b0593,b0594,b0595,b0596,b0597	entC,entE,entB,entA,entH	entCEBA_ybdB
TU0_13581	b2292	yfbS	yfbS
TU0_8649	b2136	yohD	yohD
TU0_13194	b1268,b1267,b1266,b1268,b1267,b1266,b1268,b1267,b1266	yciQ,yciO,yciV	yciVp,yciQ,yciO,yciV
TU0_6630	b4386,b4387,b4386,b4387	lplA,ytjB	lplA,ytjB,ytjBp
TU0_12804	b0065	yabI	yabIp,yabI
TU0_36408	b1259	yciG	yciG
TU0_14420	b4625	symR	symR
TU348	b4401	arcA	arcA
TU0_13991	b3596	yibG	yibG
TU00182	b3212,b3213,b3214,b3212,b3213,b3214,b3212,b3213,b3214	gltB,gltD,gltF	gltBDF
TU0_13598	b2345	yfdF	yfdF
TU0_8666	b3040	zupT	zupT
TU0_13214	b1322,b1321,b1322,b1321	ycjF,ycjX	ycjF,ycjX
TU0_6661	b1860,b1861,b1860,b1861	ruvB,ruvA	ruvAB
TU0_1282	b4637,b0683,b0684,b4637,b0683,b0684,b4637,b0683,b0684	uof,fur,fldA	fldA_fur
TU0_36431	b3201,b3200,b3199,b3198,b3201,b3200,b3199,b3198,b3201,b3200,b3199,b3198,b3201,b3200,b3199,b3198	lptB,lptA,lptC,kdsC	kdsC_lptCAB
TU0_14454	b3583,b3582,b3581,b3580,b3579,b3578,b3577,b3576,b3575,b3583,b3582,b3581,b3580,b3579,b3578,b3577,b3576,b3575,b3583,b3582,b3581,b3580,b3579,b3578,b3577,b3576,b3575,b3583,b3582,b3581,b3580,b3579,b3578,b3577,b3576,b3575,b3583,b3582,b3581,b3580,b3579,b3578,b3577,b3576,b3575,b3583,b3582,b3581,b3580,b3579,b3578,b3577,b3576,b3575,b3583,b3582,b3581,b3580,b3579,b3578,b3577,b3576,b3575,b3583,b3582,b3581,b3580,b3579,b3578,b3577,b3576,b3575,b3583,b3582,b3581,b3580,b3579,b3578,b3577,b3576,b3575	sgbE,sgbU,sgbH,lyxK,yiaO,yiaN,yiaM,yiaL,yiaK	yiaKLMNO_lyx_sgbHUE
TU403	b3423	glpR	glpR
TU0_14006	b3655	yicH	yicHp,yicH
TU00198	b1241	adhE	adhE
TU0_13614	b2387,b2386,b2385,b2384,b2383,b2387,b2386,b2385,b2384,b2383,b2387,b2386,b2385,b2384,b2383,b2387,b2386,b2385,b2384,b2383,b2387,b2386,b2385,b2384,b2383	fryB,fryC,ypdF,ypdE,fryA	fryB,fryC,ypdF,ypdE,fryA
TU0_8685	b1112	bhsA	ycfR
TU0_13231	b1362,b1361,b1360,b1359,b1358,b1357,b1362,b1361,b1360,b1359,b1358,b1357,b1362,b1361,b1360,b1359,b1358,b1357,b1362,b1361,b1360,b1359,b1358,b1357,b1362,b1361,b1360,b1359,b1358,b1357,b1362,b1361,b1360,b1359,b1358,b1357	rzpR,ydaW,ydaV,ydaU,ydaT,ydaS	rzpR,ydaW,ydaV,ydaU,ydaT,ydaS
TU0_6921	b2465,b2464,b2465,b2464	tktB,talA	talA_tktB
TU0_12838	b0200	gmhB	gmhBp,gmhB
TU0_3901	b1480	sra	sra
TU0_14474	b4258,b4259,b4258,b4259	valS,holC	holC_valS
TU490	b0440	hupB	hupB
TU0_14021	b3706	mnmE	mnmE
TU00214	b0061,b0062,b0063,b0061,b0062,b0063,b0061,b0062,b0063	araD,araA,araB	araBAD
TU0_13632	b2449,b2448,b2449,b2448	yffR,yffQ	yffR,yffQ
TU0_8702	b1433	ydcO	ydcO
TU0_13247	b1405	ydbA_2	ydbA_2
TU0_7161	b3623,b3624,b3625,b3626,b3627,b3628,b3629,b3630,b3631,b3632,b3623,b3624,b3625,b3626,b3627,b3628,b3629,b3630,b3631,b3632,b3623,b3624,b3625,b3626,b3627,b3628,b3629,b3630,b3631,b3632,b3623,b3624,b3625,b3626,b3627,b3628,b3629,b3630,b3631,b3632,b3623,b3624,b3625,b3626,b3627,b3628,b3629,b3630,b3631,b3632,b3623,b3624,b3625,b3626,b3627,b3628,b3629,b3630,b3631,b3632,b3623,b3624,b3625,b3626,b3627,b3628,b3629,b3630,b3631,b3632,b3623,b3624,b3625,b3626,b3627,b3628,b3629,b3630,b3631,b3632,b3623,b3624,b3625,b3626,b3627,b3628,b3629,b3630,b3631,b3632,b3623,b3624,b3625,b3626,b3627,b3628,b3629,b3630,b3631,b3632	waaU,waaZ,waaY,waaJ,waaO,waaB,waaS,waaP,waaG,waaQ	rfaQGPSBIJYZ_waaU
TU0_12854	b0234,b0233,b0232,b0234,b0233,b0232,b0234,b0233,b0232	yafP,yafO,yafN	yafNOP
TU0_41673	b1112	bhsA	bhsAp9,bhsA
TU0_14499	b1308	pspE	pspE
TU546	b1241	adhE	adhE
TU0_14039	b3794,b3793,b4481,b3792,b3791,b3790,b3789,b3788,b3787,b3786,b3785,b3784,b3794,b3793,b4481,b3792,b3791,b3790,b3789,b3788,b3787,b3786,b3785,b3784,b3794,b3793,b4481,b3792,b3791,b3790,b3789,b3788,b3787,b3786,b3785,b3784,b3794,b3793,b4481,b3792,b3791,b3790,b3789,b3788,b3787,b3786,b3785,b3784,b3794,b3793,b4481,b3792,b3791,b3790,b3789,b3788,b3787,b3786,b3785,b3784,b3794,b3793,b4481,b3792,b3791,b3790,b3789,b3788,b3787,b3786,b3785,b3784,b3794,b3793,b4481,b3792,b3791,b3790,b3789,b3788,b3787,b3786,b3785,b3784,b3794,b3793,b4481,b3792,b3791,b3790,b3789,b3788,b3787,b3786,b3785,b3784,b3794,b3793,b4481,b3792,b3791,b3790,b3789,b3788,b3787,b3786,b3785,b3784,b3794,b3793,b4481,b3792,b3791,b3790,b3789,b3788,b3787,b3786,b3785,b3784,b3794,b3793,b4481,b3792,b3791,b3790,b3789,b3788,b3787,b3786,b3785,b3784,b3794,b3793,b4481,b3792,b3791,b3790,b3789,b3788,b3787,b3786,b3785,b3784	rffM,wzyE,rffT,wzxE,rffA,rffC,rffH,rffG,wecC,wecB,wzzE,rfe	rfep,rffM,wzyE,rffT,wzxE,rffA,rffC,rffH,rffG,wecC,wecB,wzzE,rfe
TU0_13649	b2510	yfgJ	yfgJ
TU0_14042	b3812,b3811,b3810,b3809,b4558,b3812,b3811,b3810,b3809,b4558,b3812,b3811,b3810,b3809,b4558,b3812,b3811,b3810,b3809,b4558,b3812,b3811,b3810,b3809,b4558	yigB,xerC,yigA,dapF,yifL	yifLp,yigB,xerC,yigA,dapF,yifL
TU0_13652	b2520,b2519,b2520,b2519	yfhM,pbpC	yfhMp,yfhM,pbpC
TU00231	b3255,b3256,b3255,b3256	accB,accC	accBC
TU0_8722	b2067	yegE	yegE
TU0_13266	b1438,b4532,b1438,b4532	hicB,hicA	hicAp,hicB,hicA
TU0_12873	b0280	yagN	yagN
TU0_7361	b1742	ves	ves
TU0_41842	b1722	ydiY	ydiY
TU0_14524	b0205,b0204,b0205,b0204	rrfH,rrlH	rrlH_rrfH
TU66	b1129,b1130,b1129,b1130	phoQ,phoP	phoPQ
TU0_14058	b3861	yihF	yihF
TU0_13669	b2562	yfhL	yfhL
TU00247	b0035,b0036,b0037,b0038,b0039,b0040,b0035,b0036,b0037,b0038,b0039,b0040,b0035,b0036,b0037,b0038,b0039,b0040,b0035,b0036,b0037,b0038,b0039,b0040,b0035,b0036,b0037,b0038,b0039,b0040,b0035,b0036,b0037,b0038,b0039,b0040	caiE,caiD,caiC,caiB,caiA,caiT	caiTABCDE
TU0_8738	b2503	yfgF	yfgF
TU0_13283	b1472,b1471,b1470,b1472,b1471,b1470,b1472,b1471,b1470	yddL,yddK,yddJ	yddL,yddK,yddJ
TU0_12889	b0315	yahA	yahA
TU0_7701	b4367	fhuF	fhuF
TU0_42414	b4280,b4279,b4280,b4279	yjhC,yjhB	yjhC,yjhB
TU0_14540	b1013	rutR	rutR
TU781	b1731	cedA	cedA
